periodo,estu_genero,cole_area_ubicacion,cole_bilingue,cole_naturaleza,cole_jornada,cole_caracter,cole_depto_ubicacion,fami_estratovivienda,fami_educacionmadre,fami_educacionpadre,fami_personashogar,fami_tieneautomovil,fami_tienecomputador,fami_tieneinternet,fami_tienelavadora,punt_global,punt_matematicas,punt_lectura_critica,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles
20224,F,RURAL,N,OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,227,50,53,44,35,44.0
20224,F,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,NARIÑO,Estrato 4,Primaria incompleta,Primaria incompleta,1 a 2,No,No,No,Si,144,28,25,29,30,38.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 3,Técnica o tecnológica completa,Educación profesional completa,5 a 6,No,No,Si,No,254,56,50,50,44,60.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,VALLE,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,1 a 2,No,Si,Si,No,258,58,51,56,41,53.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,TÉCNICO,CUNDINAMARCA,Estrato 3,Educación profesional completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,340,74,70,62,66,69.0
20224,M,RURAL,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Sin Estrato,Primaria incompleta,Primaria incompleta,3 a 4,No,No,No,Si,212,48,47,38,38,37.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 5,Técnica o tecnológica completa,No sabe,3 a 4,Si,Si,Si,Si,349,68,72,66,70,80.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO,ATLANTICO,Estrato 2,Educación profesional completa,Primaria completa,5 a 6,No,No,Si,Si,247,43,58,50,50,40.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOYACA,Estrato 5,Postgrado,Educación profesional completa,3 a 4,No,Si,Si,Si,362,73,71,73,74,67.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,NORTE SANTANDER,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,Si,293,59,65,53,57,61.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,211,41,44,37,49,36.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,RISARALDA,Estrato 1,Secundaria (Bachillerato) completa,Primaria completa,5 a 6,No,Si,Si,Si,208,48,44,41,36,34.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,NORTE SANTANDER,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,1 a 2,No,No,No,Si,277,61,55,53,49,66.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ATLANTICO,Estrato 2,Educación profesional completa,Educación profesional completa,5 a 6,No,Si,Si,Si,277,56,66,47,60,32.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CORDOBA,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria incompleta,1 a 2,No,No,No,Si,222,38,50,43,48,39.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,RISARALDA,Estrato 3,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,5 a 6,No,Si,No,Si,207,40,47,42,39,34.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 2,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,5 a 6,Si,Si,Si,Si,299,66,65,57,50,63.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 5,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,380,80,77,72,67,100.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOLIVAR,Estrato 2,Secundaria (Bachillerato) completa,Primaria completa,5 a 6,No,No,No,Si,167,31,38,33,32,31.0
20224,F,URBANO,N,OFICIAL,COMPLETA,TÉCNICO,HUILA,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,7 a 8,No,Si,Si,Si,313,60,63,59,64,77.0
20224,F,URBANO,N,NO OFICIAL,UNICA,ACADÉMICO,VALLE,Estrato 2,Postgrado,Postgrado,5 a 6,Si,Si,Si,Si,306,57,61,63,60,72.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,BOGOTÁ,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,215,31,52,47,35,64.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,MAGDALENA,Estrato 1,Técnica o tecnológica completa,No sabe,3 a 4,No,Si,Si,Si,342,71,80,59,63,71.0
20224,M,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 2,Secundaria (Bachillerato) completa,No sabe,3 a 4,No,Si,Si,Si,208,34,44,45,45,38.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 2,Educación profesional completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,No,Si,256,58,55,48,47,41.0
20224,M,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,No,No,Si,No,194,39,45,32,39,40.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,268,54,54,49,60,47.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CUNDINAMARCA,Estrato 3,Educación profesional completa,Postgrado,3 a 4,No,Si,Si,Si,337,66,66,71,65,72.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 3,Técnica o tecnológica completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,252,45,55,49,55,42.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 3,Secundaria (Bachillerato) incompleta,Técnica o tecnológica completa,3 a 4,No,Si,Si,Si,329,64,71,70,59,64.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,CESAR,Estrato 2,Técnica o tecnológica incompleta,Postgrado,3 a 4,No,Si,Si,Si,238,38,64,46,45,41.0
20224,M,RURAL,N,NO OFICIAL,COMPLETA,TÉCNICO,CAUCA,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,Si,Si,Si,Si,222,47,53,36,43,40.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CHOCO,Estrato 1,Técnica o tecnológica completa,Primaria incompleta,3 a 4,No,No,No,Si,222,48,48,34,44,55.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,ANTIOQUIA,Estrato 5,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,3 a 4,Si,Si,Si,Si,336,67,70,68,63,70.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,1 a 2,Si,Si,Si,Si,304,65,66,54,60,55.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,META,Estrato 3,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,Si,Si,Si,Si,200,35,46,42,39,35.0
20224,F,RURAL,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 2,Primaria completa,Primaria incompleta,1 a 2,No,Si,No,Si,302,63,60,59,61,57.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 1,Primaria incompleta,Primaria completa,3 a 4,No,No,No,Si,241,46,51,52,45,44.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,VALLE,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,5 a 6,No,No,No,Si,180,28,45,29,43,32.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,BOLIVAR,Estrato 2,Educación profesional completa,Educación profesional completa,3 a 4,No,Si,Si,Si,333,71,70,63,63,65.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 3,Primaria completa,Secundaria (Bachillerato) completa,3 a 4,Si,No,Si,No,177,36,36,39,28,44.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,TÉCNICO,BOGOTÁ,Estrato 3,Secundaria (Bachillerato) completa,Educación profesional completa,5 a 6,Si,Si,Si,Si,329,66,66,69,62,66.0
20224,M,RURAL,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 5,Secundaria (Bachillerato) completa,Primaria completa,7 a 8,No,No,No,No,213,45,46,47,33,41.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,BOGOTÁ,Estrato 3,Primaria completa,Secundaria (Bachillerato) completa,5 a 6,No,Si,Si,No,310,60,67,56,64,65.0
20224,M,RURAL,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 1,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,3 a 4,No,No,No,Si,231,44,46,49,46,46.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Primaria incompleta,3 a 4,No,No,Si,Si,205,47,39,40,39,39.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,3 a 4,No,Si,No,No,323,67,67,60,65,64.0
20224,M,URBANO,N,NO OFICIAL,TARDE,ACADÉMICO,BOLIVAR,Estrato 4,Postgrado,Educación profesional completa,5 a 6,Si,Si,Si,No,235,38,58,38,51,56.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Estrato 1,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,5 a 6,No,No,Si,Si,215,48,43,41,35,57.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 3,Educación profesional completa,Secundaria (Bachillerato) incompleta,1 a 2,Si,No,Si,Si,262,59,56,52,44,48.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO,ATLANTICO,Estrato 2,Secundaria (Bachillerato) incompleta,Primaria completa,5 a 6,No,No,No,Si,260,47,55,49,60,42.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SANTANDER,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria completa,7 a 8,No,No,No,Si,241,48,53,52,42,42.0
20224,F,RURAL,N,OFICIAL,UNICA,ACADÉMICO,BOLIVAR,Estrato 1,Secundaria (Bachillerato) completa,Primaria completa,3 a 4,No,No,No,Si,194,40,42,38,35,39.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOYACA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,233,52,48,49,39,42.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,QUINDIO,Estrato 1,Secundaria (Bachillerato) completa,No sabe,3 a 4,No,No,Si,No,281,56,61,53,56,52.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOGOTÁ,Estrato 2,Primaria incompleta,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,No,286,54,65,54,58,50.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,SANTANDER,Estrato 2,Primaria incompleta,Secundaria (Bachillerato) incompleta,3 a 4,Si,Si,Si,Si,239,44,47,50,48,55.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,BOLIVAR,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,225,46,47,43,42,50.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,LA GUAJIRA,Estrato 1,Técnica o tecnológica completa,Técnica o tecnológica completa,3 a 4,No,No,Si,Si,286,59,66,49,55,57.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CALDAS,Estrato 2,Técnica o tecnológica completa,Educación profesional completa,5 a 6,Si,Si,Si,Si,252,51,55,45,52,46.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 1,Secundaria (Bachillerato) incompleta,No sabe,1 a 2,No,No,Si,No,301,61,65,57,54,71.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ANTIOQUIA,Estrato 3,Secundaria (Bachillerato) incompleta,Primaria completa,5 a 6,No,Si,No,Si,246,48,54,51,44,48.0
20224,F,URBANO,N,OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 1,Técnica o tecnológica completa,Técnica o tecnológica completa,3 a 4,No,No,Si,Si,207,40,45,43,35,50.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,CESAR,Estrato 2,Primaria incompleta,Primaria incompleta,5 a 6,No,No,No,No,269,58,59,46,51,57.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,CUNDINAMARCA,Estrato 3,Primaria incompleta,Ninguno,3 a 4,No,Si,Si,Si,283,62,55,54,61,41.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,TÉCNICO/ACADÉMICO,BOGOTÁ,Sin Estrato,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,5 a 6,No,No,No,No,267,57,52,54,49,59.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO,CAUCA,Estrato 2,Primaria completa,Secundaria (Bachillerato) incompleta,5 a 6,No,Si,Si,Si,156,31,35,27,29,40.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO,CAUCA,Estrato 4,Primaria completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,No,157,36,28,34,26,36.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,5 a 6,No,Si,Si,Si,243,42,62,43,48,47.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,SUCRE,Estrato 1,No sabe,No sabe,3 a 4,No,No,No,Si,222,38,48,47,48,34.0
20224,F,RURAL,N,OFICIAL,SABATINA,ACADÉMICO,PUTUMAYO,Sin Estrato,Primaria completa,Primaria completa,5 a 6,No,No,Si,Si,197,42,44,37,34,40.0
20224,F,URBANO,N,OFICIAL,SABATINA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 4,Primaria incompleta,Primaria incompleta,5 a 6,No,Si,No,Si,208,36,50,40,42,36.0
20224,F,URBANO,N,OFICIAL,TARDE,TÉCNICO/ACADÉMICO,MAGDALENA,Estrato 1,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,1 a 2,No,No,No,Si,238,45,59,47,38,52.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,QUINDIO,Estrato 3,Educación profesional completa,Secundaria (Bachillerato) completa,1 a 2,Si,Si,No,Si,261,49,56,56,45,60.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,BOGOTÁ,Estrato 3,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,7 a 8,No,Si,Si,Si,188,34,38,41,33,51.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CUNDINAMARCA,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,241,48,51,47,49,42.0
20224,F,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,No,Si,251,39,56,55,54,40.0
20224,M,URBANO,N,NO OFICIAL,TARDE,TÉCNICO,HUILA,Estrato 2,Técnica o tecnológica incompleta,No Aplica,3 a 4,Si,Si,Si,Si,194,44,40,37,30,52.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO,CAUCA,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,No,222,43,47,40,48,42.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,TOLIMA,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,1 a 2,No,Si,Si,Si,292,52,65,59,58,57.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CALDAS,Estrato 1,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,3 a 4,No,No,Si,No,310,61,76,54,58,60.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,BOYACA,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,7 a 8,Si,Si,Si,Si,269,53,52,53,57,54.0
20224,F,RURAL,N,OFICIAL,MAÑANA,ACADÉMICO,CAUCA,Estrato 2,Técnica o tecnológica completa,Primaria incompleta,1 a 2,No,Si,No,No,223,44,51,49,38,33.0
20224,F,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,SUCRE,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria incompleta,3 a 4,No,No,Si,Si,173,32,42,37,27,37.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,BOLIVAR,Estrato 3,Educación profesional completa,Educación profesional completa,3 a 4,No,Si,Si,No,327,61,68,61,67,78.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 4,Educación profesional completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,266,58,50,54,50,56.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,ATLANTICO,Estrato 3,Secundaria (Bachillerato) completa,Educación profesional completa,5 a 6,Si,Si,Si,Si,254,51,61,56,32,61.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,VALLE,Estrato 2,Secundaria (Bachillerato) completa,No sabe,3 a 4,No,Si,Si,Si,230,44,49,49,42,46.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,ATLANTICO,Estrato 3,Educación profesional completa,Educación profesional completa,3 a 4,No,Si,Si,Si,200,37,48,40,37,34.0
20224,M,URBANO,N,OFICIAL,UNICA,ACADÉMICO,NORTE SANTANDER,Estrato 2,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,1 a 2,No,No,Si,Si,318,65,68,65,59,56.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 3,Educación profesional completa,Primaria incompleta,3 a 4,No,No,Si,Si,241,52,48,49,43,50.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,MAGDALENA,Sin Estrato,Secundaria (Bachillerato) completa,Ninguno,5 a 6,No,No,No,No,181,31,41,41,30,41.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,ATLANTICO,Estrato 3,Primaria completa,Secundaria (Bachillerato) completa,5 a 6,No,No,Si,Si,196,40,45,39,33,38.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,ATLANTICO,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria incompleta,3 a 4,No,Si,Si,Si,286,51,56,55,61,75.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOGOTÁ,Sin Estrato,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,268,65,48,57,51,35.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 2,Primaria completa,Secundaria (Bachillerato) incompleta,5 a 6,No,No,Si,Si,292,64,64,53,55,51.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CUNDINAMARCA,Estrato 3,No sabe,No sabe,3 a 4,No,Si,Si,Si,232,50,47,44,45,46.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,ANTIOQUIA,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,1 a 2,No,Si,Si,Si,277,57,63,48,55,51.0
20224,F,URBANO,N,OFICIAL,TARDE,ACADÉMICO,CORDOBA,Estrato 1,Primaria completa,Secundaria (Bachillerato) incompleta,1 a 2,Si,Si,Si,No,215,42,50,41,39,42.0
20224,F,RURAL,N,OFICIAL,UNICA,ACADÉMICO,CALDAS,Estrato 2,Secundaria (Bachillerato) completa,Primaria completa,5 a 6,No,Si,Si,Si,197,43,38,44,35,31.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOGOTÁ,Estrato 2,Postgrado,Primaria completa,3 a 4,No,No,Si,No,220,41,46,45,41,54.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,CUNDINAMARCA,Estrato 3,Educación profesional completa,Educación profesional completa,5 a 6,Si,Si,Si,Si,300,59,65,57,60,56.0
20224,F,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,CALDAS,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,223,25,53,43,50,66.0
20224,M,URBANO,N,NO OFICIAL,MAÑANA,ACADÉMICO,NARIÑO,Sin Estrato,Educación profesional completa,Secundaria (Bachillerato) completa,3 a 4,No,Si,Si,Si,278,61,56,42,63,57.0
20224,M,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,HUILA,Estrato 1,Primaria incompleta,Primaria incompleta,7 a 8,No,No,No,No,278,54,54,59,55,57.0
20224,F,RURAL,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,META,Estrato 2,Secundaria (Bachillerato) incompleta,Primaria incompleta,1 a 2,No,Si,Si,No,234,46,50,48,42,50.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Estrato 1,Primaria incompleta,No Aplica,7 a 8,No,No,No,No,248,48,64,42,47,43.0
20224,F,URBANO,N,NO OFICIAL,COMPLETA,TÉCNICO,ATLANTICO,Estrato 4,Educación profesional completa,Secundaria (Bachillerato) incompleta,5 a 6,Si,Si,Si,Si,210,31,47,43,47,42.0
20224,M,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,BOYACA,Estrato 3,No sabe,No sabe,5 a 6,No,No,Si,Si,250,50,53,49,50,45.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,RISARALDA,Estrato 1,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,250,45,49,53,54,46.0
20224,M,URBANO,N,OFICIAL,TARDE,ACADÉMICO,CUNDINAMARCA,Estrato 3,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,5 a 6,No,Si,Si,Si,222,41,52,45,38,50.0
20224,M,URBANO,N,OFICIAL,NOCHE,ACADÉMICO,ANTIOQUIA,Estrato 2,Técnica o tecnológica completa,Técnica o tecnológica completa,5 a 6,No,Si,No,Si,186,35,31,44,39,36.0
20224,M,URBANO,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,BOLIVAR,Estrato 1,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,No,No,No,Si,183,37,30,38,42,34.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO,ATLANTICO,Estrato 1,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,3 a 4,No,No,No,No,225,47,52,37,46,38.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,TÉCNICO,VALLE,Estrato 2,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,1 a 2,No,Si,Si,Si,292,61,57,64,52,58.0
20224,F,URBANO,N,NO OFICIAL,UNICA,ACADÉMICO,BOGOTÁ,Estrato 2,Técnica o tecnológica completa,Técnica o tecnológica completa,5 a 6,No,Si,Si,Si,236,50,53,47,40,44.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO,MAGDALENA,Estrato 1,Primaria incompleta,Secundaria (Bachillerato) incompleta,1 a 2,Si,No,No,No,226,45,46,48,47,30.0
20224,F,RURAL,N,OFICIAL,MAÑANA,TÉCNICO,BOLIVAR,Estrato 1,Secundaria (Bachillerato) incompleta,Primaria incompleta,7 a 8,No,No,No,Si,229,48,49,42,46,40.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Técnica o tecnológica completa,Secundaria (Bachillerato) incompleta,3 a 4,No,Si,Si,Si,243,49,59,41,51,33.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,CUNDINAMARCA,Estrato 2,Educación profesional completa,Primaria incompleta,3 a 4,No,Si,Si,Si,260,48,52,50,54,63.0
20224,F,URBANO,N,OFICIAL,MAÑANA,ACADÉMICO,MAGDALENA,Estrato 1,Educación profesional completa,Educación profesional completa,3 a 4,Si,Si,Si,Si,250,52,59,53,36,50.0
20224,M,RURAL,N,OFICIAL,NOCHE,TÉCNICO/ACADÉMICO,HUILA,Estrato 5,Primaria incompleta,Primaria incompleta,5 a 6,No,No,No,Si,232,62,52,34,42,34.0
20224,F,URBANO,N,OFICIAL,UNICA,ACADÉMICO,CORDOBA,Estrato 3,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,5 a 6,Si,Si,Si,Si,196,36,43,38,37,47.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,ANTIOQUIA,Estrato 2,Secundaria (Bachillerato) completa,Primaria incompleta,3 a 4,No,No,No,Si,261,57,54,43,52,60.0
20224,F,URBANO,N,OFICIAL,MAÑANA,TÉCNICO/ACADÉMICO,VALLE,Estrato 2,Primaria completa,Primaria incompleta,3 a 4,No,No,Si,Si,160,31,41,29,27,31.0
20224,F,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,CASANARE,Estrato 1,Educación profesional incompleta,Educación profesional incompleta,3 a 4,No,No,Si,Si,229,50,51,41,41,47.0
20224,M,URBANO,N,NO OFICIAL,COMPLETA,ACADÉMICO,BOGOTÁ,Estrato 4,Educación profesional completa,No sabe,3 a 4,No,Si,Si,Si,268,64,55,53,41,58.0
20224,M,URBANO,N,OFICIAL,UNICA,TÉCNICO/ACADÉMICO,ATLANTICO,Estrato 2,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,7 a 8,No,No,Si,Si,180,39,35,35,36,34.0
